ensembl_gene_id	gene_symbol	entrez_gene_id	hgnc_id	gene_biotype	synonyms	chromosome	description
ENSG00000085831	TTC39A	22996	HGNC:18657	protein_coding	C1orf34|DEME-6|DEME6|KIAA0452	1	tetratricopeptide repeat domain 39A
ENSG00000085832	EPS15	2060	HGNC:3419	protein_coding	AF-1P|AF1P|MLLT5	1	epidermal growth factor receptor pathway substrate 15
ENSG00000085840	ORC1	4998	HGNC:8487	protein_coding	HSORC1|ORC1L|PARC1	1	origin recognition complex subunit 1
ENSG00000085871	MGST2	4258	HGNC:7063	protein_coding	MGST-II|MGSTII	4	microsomal glutathione S-transferase 2
ENSG00000085872	CHERP	10523	HGNC:16930	protein_coding	DAN16|ERPROT213-21|ERPROT21321	19	calcium homeostasis endoplasmic reticulum protein
ENSG00000085978	ATG16L1	55054	HGNC:21498	protein_coding	APG16L|ATG16A|ATG16L|FLJ10035|WDR30	2	autophagy related 16 like 1
ENSG00000085982	USP40	55230	HGNC:20069	protein_coding	FLJ10785	2	ubiquitin specific peptidase 40
ENSG00000085998	POMGNT1	55624	HGNC:19139	protein_coding	FLJ20277|LGMD2O|MEB|MGAT1.2	1	protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)
ENSG00000085999	RAD54L	8438	HGNC:9826	protein_coding	RAD54A|hHR54|hRAD54	1	RAD54 like
ENSG00000086015	MAST2	23139	HGNC:19035	protein_coding	KIAA0807|MAST205	1	microtubule associated serine/threonine kinase 2
ENSG00000086061	DNAJA1	3301	HGNC:5229	protein_coding	HSJ2|HSPF4|NEDD7|dj-2|dj2|hdj-2|hdj2	9	DnaJ heat shock protein family (Hsp40) member A1
ENSG00000086062	B4GALT1	2683	HGNC:924	protein_coding	GGTB2|beta4Gal-T1|beta4GalT1	9	beta-1,4-galactosyltransferase 1
ENSG00000086065	CHMP5	51510	HGNC:26942	protein_coding	C9orf83|CGI-34|CGI34|HSPC177|SNF7DC2|Spike|Vps60	9	charged multivesicular body protein 5
ENSG00000086102	NFX1	4799	HGNC:7803	protein_coding	MGC20369|NFX2|TEG-42|TEG42|Tex42	9	nuclear transcription factor, X-box binding 1
ENSG00000086159	AQP6	363	HGNC:639	protein_coding	AQP2L	12	aquaporin 6
ENSG00000086189	DIMT1	27292	HGNC:30217	protein_coding	DIMT1L|HSA9761	5	DIM1 rRNA methyltransferase and ribosome maturation factor
ENSG00000086200	IPO11	51194	HGNC:20628	protein_coding	RanBP11	5	importin 11
ENSG00000086205	FOLH1	2346	HGNC:3788	protein_coding	FOLH|GCP2|GCPII|NAALAD1|NAALAdase|PSM|PSMA	11	folate hydrolase 1
ENSG00000086232	EIF2AK1	27102	HGNC:24921	protein_coding	HCR|HRI|KIAA1369|hHRI	7	eukaryotic translation initiation factor 2 alpha kinase 1
ENSG00000086288	NME8	51314	HGNC:16473	protein_coding	CILD6|DNAI8|NM23-H8|NM23H8|SPTRX2|TXNDC3	7	NME/NM23 family member 8
ENSG00000086289	EPDR1	54749	HGNC:17572	protein_coding	EPDR|MERP-1|MERP1|UCC1	7	ependymin related 1
ENSG00000086300	SNX10	29887	HGNC:14974	protein_coding		7	sorting nexin 10
ENSG00000086475	SEPHS1	22929	HGNC:19685	protein_coding	SPS|SPS1	10	selenophosphate synthetase 1
ENSG00000086504	MRPL28	10573	HGNC:14484	protein_coding	MAAT1|bL28m|p15	16	mitochondrial ribosomal protein L28
ENSG00000086506	HBQ1	3049	HGNC:4833	protein_coding	HBQ	16	hemoglobin subunit theta 1
ENSG00000086544	ITPKC	80271	HGNC:14897	protein_coding	IP3-3KC|IP33KC|IP3KC	19	inositol-trisphosphate 3-kinase C
ENSG00000086548	CEACAM6	4680	HGNC:1818	protein_coding	CD66c|NCA|NCA-50/90|NCA50/90	19	CEA cell adhesion molecule 6
ENSG00000086570	FAT2	2196	HGNC:3596	protein_coding	CDHF8|CDHR9|HFAT2|MEGF1	5	FAT atypical cadherin 2
ENSG00000086589	RBM22	55696	HGNC:25503	protein_coding	Cwc2|FLJ10290|ZC3H16|fSAP47	5	RNA binding motif protein 22
ENSG00000086598	TMED2	10959	HGNC:16996	protein_coding	P24A|RNP24|p24b1|p24beta1	12	transmembrane p24 trafficking protein 2
ENSG00000086619	ERO1B	56605	HGNC:14355	protein_coding	ERO1-L(beta)|ERO1L(beta)|ERO1LB|Ero1beta	1	endoplasmic reticulum oxidoreductase 1 beta
ENSG00000086666	ZFAND6	54469	HGNC:30164	protein_coding	AWP1|ZA20D3|ZFAND5B	15	zinc finger AN1-type containing 6
ENSG00000086696	HSD17B2	3294	HGNC:5211	protein_coding	HSD17|SDR9C2	16	hydroxysteroid 17-beta dehydrogenase 2
ENSG00000086712	TXLNG	55787	HGNC:18578	protein_coding	CXorf15|FIAT|FLJ11209|LSR5|MGC126621|MGC126625|TXLNGX	X	taxilin gamma
ENSG00000086717	PPEF1	5475	HGNC:9243	protein_coding	PPEF|PPP7CA	X	protein phosphatase with EF-hand domain 1
ENSG00000086730	LAT2	7462	HGNC:12749	protein_coding	HSPC046|LAB|NTAL|WBSCR15|WBSCR5|WSCR5	7	linker for activation of T cells family member 2
ENSG00000086758	HUWE1	10075	HGNC:30892	protein_coding	Ib772|KIAA0312|UREB1	X	HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1
ENSG00000086827	ZW10	9183	HGNC:13194	protein_coding	KNTC1AP	11	zw10 kinetochore protein
ENSG00000086848	ALG9	79796	HGNC:15672	protein_coding	DIBD1	11	ALG9 alpha-1,2-mannosyltransferase
ENSG00000086967	MYBPC2	4606	HGNC:7550	protein_coding	MGC163408|MYBPCF|fsMyBP-C|fsMyBPC	19	myosin binding protein C2
ENSG00000086991	NOX4	50507	HGNC:7891	protein_coding	KOX|KOX-1|KOX1	11	NADPH oxidase 4
ENSG00000087008	ACOX3	8310	HGNC:121	protein_coding		4	acyl-CoA oxidase 3, pristanoyl
ENSG00000087053	MTMR2	8898	HGNC:7450	protein_coding	CMT4B|KIAA1073	11	myotubularin related protein 2
ENSG00000087074	PPP1R15A	23645	HGNC:14375	protein_coding	GADD34	19	protein phosphatase 1 regulatory subunit 15A
ENSG00000087076	HSD17B14	51171	HGNC:23238	protein_coding	DHRS10|SDR47C1|retSDR3	19	hydroxysteroid 17-beta dehydrogenase 14
ENSG00000087077	TRIP6	7205	HGNC:12311	protein_coding	MGC10556|MGC10558|MGC29959|MGC3837|MGC4423|OIP1|ZRP-1|ZRP1	7	thyroid hormone receptor interactor 6
ENSG00000087085	ACHE	43	HGNC:108	protein_coding	YT	7	acetylcholinesterase (Yt blood group)
ENSG00000087086	FTL	2512	HGNC:3999	protein_coding	FTL1|MGC71996|NBIA3	19	ferritin light chain
ENSG00000087087	SRRT	51593	HGNC:24101	protein_coding	ARS2|Asr2|serrate	7	serrate, RNA effector molecule
ENSG00000087088	BAX	581	HGNC:959	protein_coding	BCL2L4	19	BCL2 associated X, apoptosis regulator
ENSG00000087095	NLK	51701	HGNC:29858	protein_coding		17	nemo like kinase
ENSG00000087111	PIGS	94005	HGNC:14937	protein_coding	PIG-S	17	phosphatidylinositol glycan anchor biosynthesis class S
ENSG00000087116	ADAMTS2	9509	HGNC:218	protein_coding	ADAM-TS2|ADAMTS-3|ADAMTS3|NPI|PCINP|hPCPNI	5	ADAM metallopeptidase with thrombospondin type 1 motif 2
